番号,4024
名前,주온의 정점 서스펜스
呼び名,서스펜스
 
;BASE
基礎,0,2900;体力
基礎,1,2500;気力
基礎,2,1500;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,0,1;	처녀
素質,2,1;	성별
素質,11,-1;	素直
素質,13,-1;	プライド低い
素質,21,1;	無関心
素質,22,1;	感情乏しい
素質,23,-1;	保守的
素質,24,-1;	陰気
素質,31,-1;	抑圧
素質,33,-1;	恥薄い
素質,40,-1;	痛みに強い
素質,56,1;	薬毒耐性
素質,60,1;	자위しやすい
素質,70,1;	快感に素直
素質,71,1;	中毒しやすい
素質,80,1;	倒錯的
素質,92,1;	魅力
素質,100,0;	並体格
素質,101,1;	Ｃ敏感
素質,103,1;	Ａ敏感
素質,116,1;	容姿端麗
素質,117,-1;学生
素質,121,-1;貧乳
素質,122,-1;細腿
素質,130,1;	回復早い
素質,140,1;	外部者
素質,123,1;	角
素質,190,2;	어둠속성
素質,191,10;천사족
;ABL
能力,41,2;話術技能
能力,42,5;身体能力
能力,43,3;教養
;EXP
経験,71,20;会話経験
経験,73,50;被写経験
経験,74,50;運動経験
経験,75,30;学習経験
;FLAG
フラグ,7,208;服装
フラグ,311,100;開始位置(これは変えない)

CSTR,등장작품,Duel Masters

