番号,2519
名前,카뮬라
呼び名,카뮬라

;BASE 뱀파이어・ロード
基礎,0,2000 ;체력、攻撃力
基礎,1,1500 ;기력、守備力
基礎,5,1500 ;사정
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;만족

;基本的には0 또는 未記入で未所持、1で所持
;邪魔な部分は消してしまって構わない（女性캐릭터クターの童貞など）

;Talent
素質,2,1    ;성별,(1=女性器 2=男性器 3=ふたなり)
素質,7,0    ;키스미경험
素質,10,1   ;배짱（-1=臆病 1=気丈）
素質,11,1   ;態度（-1=素直 1=反抗的）
素質,12,1   ;応答（-1=大人しい 1=生意気）
素質,13,1   ;프라이드（-1=프라이드低い 1=프라이드高い）
素質,30,-1   ;정조（-1=정조無頓着 1=정조観念）
素質,31,1   ;自己愛（-1=抑圧、コマンドを実行しにくい 1=解放、마조っ気が上げやすい）
素質,32,1   ;抵抗
素質,33,-1   ;수치심（-1=恥薄い 1=恥じらい）
素質,35,1   ;捕食者
素質,40,-1   ;痛覚（-1=痛みに強い 1=痛みに弱い）
素質,50,-1   ;習得（-1=習得遅い 1=習得早い）
素質,52,1   ;혀使い
素質,56,1   ;薬毒耐性
素質,61,-1   ;汚臭耐性（-2=潔癖症 -1=汚臭敏感 1=汚臭鈍感 2=汚れ無視）
素質,70,1   ;快感応答（-1=快感の否定 1=快感に素直）
素質,80,1   ;倒錯的、SM系조교の효과が高い
素質,81,3   ;성별嗜好（-1=両刀 1= 男嫌い 2=女嫌い 3=人間不信）
素質,82,1   ;새드
素質,93,1   ;魅惑
素質,100,1  ;体型（-3=小人 -2=幼児体型 -1=小柄体型 1=長身（モデル体系イメージ） 2=大柄 3=巨人）
素質,102,1  ;Ｖ감도
素質,103,1  ;Ａ감도
素質,105,1  ;Ｍ감도
素質,117,1  ;연령（-2=子供 -1=学生 0=若者 1=大人 2=熟年）
素質,121,1  ;가슴사이즈（-3=虚가슴 -2=絶壁 -1=貧乳 0=並乳 1=巨乳 2=爆乳 3=ウシ乳）
素質,122,1  ;太ももサイズ（-1=細腿 0=並 1=太腿 2=肉厚腿 3=太ッ腿）
素質,127,2  ;羽（1=天使の羽 2=悪魔羽 3=一体羽 4=虫羽）
素質,130,1  ;회복速度（-1=회복遅い 1=회복早い）
素質,131,1  ;듀얼리스트、人間用
素質,132,1  ;吸血鬼

;ABL
能力,0,0    ;Ｃ감각
能力,1,2    ;Ｖ감각
能力,2,0    ;Ａ감각
能力,3,0    ;Ｂ감각
能力,4,1    ;Ｍ감각
能力,9,0    ;친밀
能力,10,0   ;従順
能力,11,3   ;욕망
能力,12,2   ;기교
能力,13,0   ;봉사精神
能力,14,1   ;노출증
能力,15,0   ;마조っ気
能力,16,2   ;새드っ気
能力,17,0   ;레즈っ気
能力,18,0   ;호모っ気
能力,40,0   ;清掃技能
能力,41,2   ;話術技能
能力,42,3   ;身体能力
能力,43,2   ;교양
能力,44,0   ;料理技能

;EXP

;FLAG
フラグ,7,114;服装
フラグ,311,100;開始位置,これは変えない

