番号,1819,
名前,가스타의 희망 카무이
呼び名,카무이,
;BASE
基礎,0,1200;体力
基礎,1,1000;気力
基礎,5,1500;射精
基礎,10,1500;ムード
基礎,11,1000;理性
基礎,12,1000;怒り
基礎,13,1000;満足
;Talent
素質,2,2;성별
素質,7,1;キス未経験
素質,10,1;気丈
素質,11,-1;態度
素質,12,1;応答
素質,24,1;陽気／陰気
素質,26,1;自己顕示欲
素質,28,1;ペース配分
素質,117,-2;年齢
素質,40,-1;痛みに強い
素質,50,1;取得早い
素質,250,2;未成熟
;ABL
能力,0,0;C감각
能力,1,0;V감각
能力,2,0;A감각
能力,3,0;B감각
能力,9,3;親密
能力,10,1;従順
能力,11,1;欲望
能力,12,0;技巧
能力,13,0;奉仕精神
能力,14,0;露出壁
能力,15,0;マゾっ気
能力,16,0;サドっ気
能力,17,0;レズっ気
能力,40,0;清掃技能
能力,41,2;話術技能
能力,42,1;身体能力
能力,43,0;教養
能力,44,1;料理技能
;EXP
;FLAG
フラグ,7,181;服装
フラグ,311,100;開始位置
